genome	magscot_domain	magscot_score	cluster_97_final	genome_rep97	GreatApes_95_final	kingdom	phylum	class	order	family	genus	species	in_manara	in_uhgg	novel
E07184-L1_cleanbin_000005	Bacteria	0.983263305322129	HsG_cluster97_000049	E07182-L1_cleanbin_000002	GreatApes_cluster95_000902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
E07188-L1_cleanbin_000005	Bacteria	0.983263305322129	HsG_cluster97_000049	E07182-L1_cleanbin_000002	GreatApes_cluster95_000902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
E07189-L1_cleanbin_000006	Bacteria	0.983263305322129	HsG_cluster97_000049	E07182-L1_cleanbin_000002	GreatApes_cluster95_000902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
E07192-L1_cleanbin_000007	Bacteria	0.983263305322129	HsG_cluster97_000049	E07182-L1_cleanbin_000002	GreatApes_cluster95_000902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
E07197-L1_cleanbin_000006	Bacteria	0.983263305322129	HsG_cluster97_000049	E07182-L1_cleanbin_000002	GreatApes_cluster95_000902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
E07154-L1_cleanbin_000011	Bacteria	0.958045977011494	HsG_cluster97_000049	E07182-L1_cleanbin_000002	GreatApes_cluster95_000902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
ManaraSGB4262	Bacteria	0.958045977011494	ManaraSGB4262	ManaraSGB4262	GreatApes_cluster95_000902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
E07152-L1_cleanbin_000024	Bacteria	0.818333333333333	HsG_cluster97_000049	E07182-L1_cleanbin_000002	GreatApes_cluster95_000902	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_bicirculans	TRUE	TRUE	FALSE
MGYG000004244	Bacteria	0.983333333333333	MGYG000004244	MGYG000004244	GreatApes_cluster95_000903	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS1601	s__UMGS1601_sp900553335	FALSE	TRUE	FALSE
MGYG000002880	Bacteria	0.983333333333333	MGYG000002880	MGYG000002880	GreatApes_cluster95_000904	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__Ruminococcus_D_sp900539835	FALSE	TRUE	FALSE
G02646-L1_cleanbin_000008	Bacteria	0.983333333333333	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02649-L1_cleanbin_000006	Bacteria	0.983333333333333	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02625-L1_cleanbin_000003	Bacteria	0.97909604519774	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02631-L1_cleanbin_000007	Bacteria	0.97909604519774	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02644-L1_cleanbin_000004	Bacteria	0.97909604519774	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02648-L1_cleanbin_000008	Bacteria	0.97909604519774	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02624-L1_cleanbin_000006	Bacteria	0.970726495726496	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
H07645-L1_cleanbin_000008	Bacteria	0.970726495726496	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02637-L1_cleanbin_000012	Bacteria	0.970621468926554	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02653-L1_cleanbin_000015	Bacteria	0.96235632183908	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
H07600-L1_cleanbin_000009	Bacteria	0.96235632183908	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02611-L1_cleanbin_000011	Bacteria	0.962179487179487	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02614-L1_cleanbin_000018	Bacteria	0.958045977011494	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02652-L1_cleanbin_000015	Bacteria	0.958045977011494	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02615-L1_cleanbin_000010	Bacteria	0.957905982905983	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02642-L1_cleanbin_000012	Bacteria	0.953985507246377	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
H07635-L1_cleanbin_000013	Bacteria	0.953735632183908	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02640-L1_cleanbin_000018	Bacteria	0.941228070175439	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02619-L1_cleanbin_000016	Bacteria	0.924404761904762	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02610-L1_cleanbin_000016	Bacteria	0.919940476190476	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02626-L1_cleanbin_000017	Bacteria	0.867210144927536	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02629-L1_cleanbin_000022	Bacteria	0.798427672955975	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
H07619-L1_cleanbin_000050	Bacteria	0.688095238095238	Ptver_cluster97_000039	G02646-L1_cleanbin_000008	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
G02613-L1_cleanbin_000025	Bacteria	0.577582159624413	Ptver_cluster97_000474	G02613-L1_cleanbin_000025	GreatApes_cluster95_000905	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus_spGreatApes000905	FALSE	FALSE	TRUE
MGYG000002676	Bacteria	0.983333333333333	MGYG000002676	MGYG000002676	GreatApes_cluster95_000906	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__QALR01	s__QALR01_sp900552255	FALSE	TRUE	FALSE
MGYG000004472	Bacteria	0.983333333333333	MGYG000004472	MGYG000004472	GreatApes_cluster95_000907	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__QALR01	s__QALR01_sp900553085	FALSE	TRUE	FALSE
E07189-L1_cleanbin_000005	Bacteria	0.983333333333333	HsG_cluster97_000051	E07189-L1_cleanbin_000005	GreatApes_cluster95_000908	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841_sp000437375	TRUE	TRUE	FALSE
H07620-L1_cleanbin_000005	Bacteria	0.983333333333333	HsA2_cluster97_000029	H07620-L1_cleanbin_000005	GreatApes_cluster95_000908	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841_sp000437375	TRUE	TRUE	FALSE
MGYG000000463	Bacteria	0.983333333333333	MGYG000000463	MGYG000000463	GreatApes_cluster95_000908	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841_sp000437375	TRUE	TRUE	FALSE
H07618-L1_cleanbin_000009	Bacteria	0.966666666666667	HsA1_cluster97_000060	H07618-L1_cleanbin_000009	GreatApes_cluster95_000908	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841_sp000437375	TRUE	TRUE	FALSE
ManaraSGB14238	Bacteria	0.517708333333333	ManaraSGB14238	ManaraSGB14238	GreatApes_cluster95_000908	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841_sp000437375	TRUE	TRUE	FALSE
MGYG000003465	Bacteria	0.983333333333333	MGYG000003465	MGYG000003465	GreatApes_cluster95_000909	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841_sp900544285	FALSE	TRUE	FALSE
H07656-L1_cleanbin_000002	Bacteria	0.983333333333333	Pttrog_cluster97_000004	H07656-L1_cleanbin_000002	GreatApes_cluster95_000910	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000910	s__GreatApes000910_spGreatApes000910	FALSE	FALSE	TRUE
H07665-L1_cleanbin_000002	Bacteria	0.983333333333333	Pttrog_cluster97_000004	H07656-L1_cleanbin_000002	GreatApes_cluster95_000910	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000910	s__GreatApes000910_spGreatApes000910	FALSE	FALSE	TRUE
H07605-L1_cleanbin_000003	Bacteria	0.966666666666667	Ggorilla_cluster97_000012	H07605-L1_cleanbin_000003	GreatApes_cluster95_000910	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000910	s__GreatApes000910_spGreatApes000910	FALSE	FALSE	TRUE
H07613-L1_cleanbin_000011	Bacteria	0.958333333333333	Ggorilla_cluster97_000012	H07605-L1_cleanbin_000003	GreatApes_cluster95_000910	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000910	s__GreatApes000910_spGreatApes000910	FALSE	FALSE	TRUE
H07688-L1_cleanbin_000001	Bacteria	0.945614035087719	Pttrog_cluster97_000004	H07656-L1_cleanbin_000002	GreatApes_cluster95_000910	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000910	s__GreatApes000910_spGreatApes000910	FALSE	FALSE	TRUE
H07689-L1_cleanbin_000034	Bacteria	0.840196078431373	Pttrog_cluster97_000004	H07656-L1_cleanbin_000002	GreatApes_cluster95_000910	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000910	s__GreatApes000910_spGreatApes000910	FALSE	FALSE	TRUE
H07614-L1_cleanbin_000005	Bacteria	0.567753623188406	Ggorilla_cluster97_000102	H07614-L1_cleanbin_000005	GreatApes_cluster95_000910	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000910	s__GreatApes000910_spGreatApes000910	FALSE	FALSE	TRUE
H07606-L1_cleanbin_000003	Bacteria	0.983333333333333	Ptschw_cluster97_000019	H07606-L1_cleanbin_000003	GreatApes_cluster95_000911	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000911	s__GreatApes000911_spGreatApes000911	FALSE	FALSE	TRUE
H07647-L1_cleanbin_000002	Bacteria	0.983333333333333	Ptschw_cluster97_000019	H07606-L1_cleanbin_000003	GreatApes_cluster95_000911	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000911	s__GreatApes000911_spGreatApes000911	FALSE	FALSE	TRUE
H07648-L1_cleanbin_000003	Bacteria	0.983333333333333	Ptschw_cluster97_000019	H07606-L1_cleanbin_000003	GreatApes_cluster95_000911	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000911	s__GreatApes000911_spGreatApes000911	FALSE	FALSE	TRUE
H07670-L1_cleanbin_000002	Bacteria	0.983333333333333	Ptschw_cluster97_000019	H07606-L1_cleanbin_000003	GreatApes_cluster95_000911	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000911	s__GreatApes000911_spGreatApes000911	FALSE	FALSE	TRUE
H07677-L1_cleanbin_000003	Bacteria	0.983333333333333	Ptschw_cluster97_000019	H07606-L1_cleanbin_000003	GreatApes_cluster95_000911	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000911	s__GreatApes000911_spGreatApes000911	FALSE	FALSE	TRUE
H07667-L1_cleanbin_000014	Bacteria	0.953985507246377	Ptschw_cluster97_000019	H07606-L1_cleanbin_000003	GreatApes_cluster95_000911	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000911	s__GreatApes000911_spGreatApes000911	FALSE	FALSE	TRUE
H07675-L1_cleanbin_000057	Bacteria	0.831765676567657	Ptschw_cluster97_000019	H07606-L1_cleanbin_000003	GreatApes_cluster95_000911	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000911	s__GreatApes000911_spGreatApes000911	FALSE	FALSE	TRUE
H07615-L1_cleanbin_000077	Bacteria	0.6	Ptschw_cluster97_000307	H07615-L1_cleanbin_000077	GreatApes_cluster95_000911	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000911	s__GreatApes000911_spGreatApes000911	FALSE	FALSE	TRUE
SRR8978225_cleanbin_000001	Bacteria	0.983333333333333	ZcambellGorilla_cluster97_000004	SRR8978225_cleanbin_000001	GreatApes_cluster95_000912	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000912	s__GreatApes000912_spGreatApes000912	FALSE	FALSE	TRUE
SRR8978319_cleanbin_000003	Bacteria	0.983333333333333	ZcambellGorilla_cluster97_000004	SRR8978225_cleanbin_000001	GreatApes_cluster95_000912	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000912	s__GreatApes000912_spGreatApes000912	FALSE	FALSE	TRUE
SRR8978232_cleanbin_000002	Bacteria	0.97909604519774	ZcambellGorilla_cluster97_000004	SRR8978225_cleanbin_000001	GreatApes_cluster95_000912	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000912	s__GreatApes000912_spGreatApes000912	FALSE	FALSE	TRUE
SRR8978233_cleanbin_000001	Bacteria	0.974858757062147	ZcambellGorilla_cluster97_000004	SRR8978225_cleanbin_000001	GreatApes_cluster95_000912	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000912	s__GreatApes000912_spGreatApes000912	FALSE	FALSE	TRUE
SRR8978254_cleanbin_000002	Bacteria	0.941228070175439	ZcambellGorilla_cluster97_000004	SRR8978225_cleanbin_000001	GreatApes_cluster95_000912	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000912	s__GreatApes000912_spGreatApes000912	FALSE	FALSE	TRUE
SRR8978442_cleanbin_000010	Bacteria	0.691666666666667	ZcambellGorilla_cluster97_000068	SRR8978442_cleanbin_000010	GreatApes_cluster95_000912	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000912	s__GreatApes000912_spGreatApes000912	FALSE	FALSE	TRUE
SRR8978224_cleanbin_000008	Bacteria	0.666666666666667	ZcambellGorilla_cluster97_000068	SRR8978442_cleanbin_000010	GreatApes_cluster95_000912	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000912	s__GreatApes000912_spGreatApes000912	FALSE	FALSE	TRUE
SRR8978363_cleanbin_000010	Bacteria	0.502083333333333	ZcambellGorilla_cluster97_000119	SRR8978363_cleanbin_000010	GreatApes_cluster95_000912	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000912	s__GreatApes000912_spGreatApes000912	FALSE	FALSE	TRUE
G02611-L1_cleanbin_000001	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02622-L1_cleanbin_000003	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02628-L1_cleanbin_000001	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02630-L1_cleanbin_000002	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02631-L1_cleanbin_000003	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02634-L1_cleanbin_000003	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02641-L1_cleanbin_000002	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02644-L1_cleanbin_000002	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02645-L1_cleanbin_000002	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02646-L1_cleanbin_000007	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02647-L1_cleanbin_000003	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02651-L1_cleanbin_000008	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
H07619-L1_cleanbin_000004	Bacteria	0.983333333333333	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02614-L1_cleanbin_000020	Bacteria	0.95	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02642-L1_cleanbin_000017	Bacteria	0.945614035087719	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
G02606-L1_cleanbin_000032	Bacteria	0.75	Ptver_cluster97_000034	G02611-L1_cleanbin_000001	GreatApes_cluster95_000913	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__GreatApes000913	s__GreatApes000913_spGreatApes000913	FALSE	FALSE	TRUE
